ID,Nom,Prenom,Age,Departement,Ville,Date_Embauche,Salaire,Prime,Teletravail,Performance_Score,Projet,Remise,Client_ID,Produit,Heures_Semaine,Feedback_Score,Type_Contrat,Manager,Categorie_Travail,Bonus_Annuel,Ventes_Mois01,Ventes_Mois02,Ventes_Mois03,Ventes_Mois04,Ventes_Mois05,Ventes_Mois06,Ventes_Mois07,Ventes_Mois08,Ventes_Mois09,Ventes_Mois10,Ventes_Mois11,Ventes_Mois12,CA,Salaire_Annuel,Salaire_Total,Ratio_CA_Salaire,Anciennete,Score_Pondere,Indice_Performance_Normalise,Ratio_Age_Anciennete,Categorie_Age,Performance_Level,Top_Performers,CLV,Score_Efficacite_20,Remise_Categorie,CA_Total_Produit
758,Obrien,Elizabeth,28,Finance,Wattsshire,2018-02-23,6099,3175,Non,67,Projet D,0.08,4790,Produit X,35,1,CDI,Lisa Galloway,Avancé,7496,27182,62442,20009,78219,62541,19074,88220,40490,35538,9154,55297,52051,506199.64,73188,83859,6.04,7,283.1,0.08,4.0,Jeune professionnel,Medium,False,2022045.09,1.12,Avec Remise,1275523122.61
759,Kelly,Nancy,45,Ventes,Gabrielmouth,2009-05-03,10609,3669,Non,87,Projet C,0.1,3683,Produit W,42,5,Freelance,Steven Turner,Standard,531,92918,27914,40724,73562,97875,84431,34655,78363,72023,96485,77428,48407,742306.5,127308,131508,5.64,16,785.72,0.15,2.81,Senior 2,Medium,False,3466115.43,3.79,Avec Remise,1292981428.48
760,Wood,Charles,51,RH,North John,2014-06-02,7249,1259,Non,99,Projet A,0.0,1328,Produit Y,37,2,CDI,Dominic Green,Expert,3267,45003,40311,40011,560,74487,86385,34737,92741,52765,3261,20750,31636,522647.0,86988,91514,5.71,11,621.94,0.17,4.64,Expert,Medium,False,1015886.6,2.4,Sans Remise,1285481295.4
761,Green,Misty,57,Ventes,East Dennis,2016-08-15,6417,3828,Non,55,Projet A,0.14,1392,Produit Y,42,3,Freelance,Justin Murillo,Avancé,597,79435,70466,63192,98364,50091,11777,36605,43232,58204,30320,5789,52915,516335.4,77004,81429,6.34,9,313.88,0.09,6.33,Pré-retraire,Medium,False,1563664.29,1.05,Avec Remise,1285481295.4
762,Wood,Amy,45,IT,West Julieside,2020-11-03,10170,4443,Non,99,Projet B,0.27,2079,Produit Z,41,5,CDD,Jessica Perez,Standard,1135,58874,39304,47378,87209,14189,41504,86934,42880,16131,22634,84696,76005,450948.74,122040,127618,3.53,5,174.91,0.06,9.0,Senior 2,Medium,False,1550344.64,0.52,Avec Remise,1286715697.35
763,Fitzpatrick,Michael,25,Marketing,South Monica,2019-06-03,10386,2403,Oui,71,Projet B,0.17,2944,Produit Z,30,3,CDI,Anthony Wilson,Standard,8820,39172,1995,87267,96409,80356,66343,49906,94712,66363,72421,5299,82720,616659.29,124632,135855,4.54,6,193.37,0.05,4.17,Jeune professionnel,Medium,False,998617.28,1.08,Avec Remise,1286715697.35
764,Jones,Sara,58,IT,South Eric,2022-11-16,4108,608,Non,75,Projet B,0.04,4133,Produit Y,34,5,Freelance,Erika Johnson,Expert,2701,26291,65377,38166,27567,9818,84835,75996,48259,2882,22919,30935,89999,502122.24,49296,52605,9.55,3,214.77,0.06,19.33,Pré-retraire,Medium,False,950556.72,0.87,Avec Remise,1285481295.4
765,Perez,Richard,51,Marketing,Ericksonberg,2005-10-05,9319,3043,Oui,87,Projet C,0.14,3658,Produit X,35,4,Freelance,Margaret Davis,Expert,5288,50053,44026,92892,356,8403,67413,40909,75836,37912,70885,17448,64395,490654.08,111828,120159,4.08,20,710.51,0.21,2.55,Expert,Medium,False,1592899.89,2.72,Avec Remise,1275523122.61
766,Floyd,Ashley,25,Production,Lake Janice,2021-07-19,3894,2847,Non,64,Projet C,0.08,3004,Produit W,41,1,CDI,Norman Davis,Avancé,3667,93488,93728,63758,3809,99411,78434,16369,7805,68664,90192,31201,16904,610661.96,46728,53242,11.47,4,293.62,0.07,6.25,Jeune professionnel,Medium,False,610661.96,1.19,Avec Remise,1292981428.48
767,Stanley,Allison,43,Finance,Port Michelle,2011-03-07,6690,4449,Non,90,Projet D,0.1,4774,Produit W,40,5,CDI,Christopher Walker,Standard,3460,69479,76201,78804,83938,97577,70407,57608,25888,19663,14411,31733,31710,591677.1,80280,88189,6.71,14,845.36,0.21,3.07,Senior 1,Medium,False,1072085.2,3.41,Avec Remise,1292981428.48
768,Wilson,Donald,58,IT,Kevinport,2010-11-09,3177,885,Oui,77,Projet C,0.17,1751,Produit Z,36,3,CDD,Mark Kim,Avancé,5608,80869,58653,14810,13398,15004,71011,22548,58037,21197,66931,11557,3584,363207.17,38124,44617,8.14,15,940.23,0.38,3.87,Pré-retraire,High,True,1563000.57,2.59,Avec Remise,1286715697.35
769,Griffin,Megan,64,Finance,Dawnside,2014-08-10,7308,3044,Non,74,Projet D,0.08,2113,Produit Z,31,3,Freelance,Connie Howell,Standard,9356,76545,1575,85513,3309,74204,45717,88798,14004,24444,47712,1385,77730,497661.12,87696,100096,4.97,11,404.71,0.12,5.82,Retraité / Consultant,Medium,False,2919482.27,1.77,Avec Remise,1286715697.35
770,Phillips,Theresa,38,Production,Adamsburgh,2025-08-03,3590,4264,Non,86,Projet B,0.07,1725,Produit Y,40,5,Freelance,Kyle Warner,Expert,2789,33910,24386,98488,69809,62661,49335,88128,81209,16185,77045,24911,30407,610520.82,43080,50133,12.18,0,0.0,0.0,inf,Expérimenté,Low,False,2232346.6,0.0,Avec Remise,1285481295.4
771,Nelson,Caitlyn,36,Finance,Maldonadoview,2015-06-13,8716,3759,Non,97,Projet B,0.21,3061,Produit Z,40,4,CDI,Jesse Gordon,Avancé,3653,68620,83146,87097,8871,73475,1590,177,13835,84579,6580,95599,68332,467601.79,104592,112004,4.17,10,404.96,0.13,3.6,Expérimenté,Medium,False,467601.79,1.29,Avec Remise,1286715697.35
772,Huynh,Rebecca,41,Marketing,Mooreland,2025-08-25,10970,2563,Oui,79,Projet B,0.11,1688,Produit Z,35,1,CDI,Jennifer Kelly,Expert,8081,48076,59471,99916,77654,72370,64158,10321,37972,80031,82306,82263,75203,702869.49,131640,142284,4.94,0,0.0,0.0,inf,Senior 1,Low,False,1112015.15,0.0,Avec Remise,1286715697.35
773,Walton,Joshua,30,Finance,Charlesshire,2025-05-22,2859,4177,Non,62,Projet D,0.18,4954,Produit Z,38,1,CDD,Michele White,Expert,7379,16820,19899,37825,12099,54785,80548,41767,30487,33404,67189,6483,92486,404909.44,34308,45864,8.83,0,0.0,0.0,inf,Professionnel confirmé,Low,False,1449953.15,0.0,Avec Remise,1286715697.35
774,Carr,Kevin,40,IT,New James,2008-12-11,6647,2818,Oui,76,Projet B,0.04,2113,Produit Z,35,4,CDD,David Mcguire,Avancé,9663,84078,35835,24707,74062,76120,76265,93172,90141,53482,28141,33715,66562,706828.8,79764,92245,7.66,17,990.0,0.2,2.35,Senior 1,High,True,2919482.27,5.45,Avec Remise,1286715697.35
775,Good,Jay,28,RH,East Stephanie,2017-09-29,9083,3246,Non,69,Projet C,0.06,2140,Produit Y,36,4,CDI,Nicole Woods,Expert,8668,33696,49601,61388,39139,50037,49067,90841,61519,29160,54202,71606,62822,613893.32,108996,120910,5.08,8,280.27,0.07,3.5,Jeune professionnel,Medium,False,2237839.82,1.3,Avec Remise,1285481295.4
776,Martinez,Justin,50,Marketing,Port Jennyland,2018-07-02,5586,1211,Non,81,Projet D,0.06,2635,Produit Y,41,5,Freelance,Kyle Wright,Avancé,1165,84196,7363,43311,23963,41425,25684,74902,59879,97337,77771,38037,91923,625843.54,67032,69408,9.02,7,511.26,0.12,7.14,Expert,Medium,False,1660929.07,2.13,Avec Remise,1285481295.4
777,Hart,Michelle,31,IT,Schmidtstad,2011-11-01,11182,3700,Non,95,Projet A,0.01,1043,Produit Y,39,1,Freelance,Marc Cline,Standard,5019,33700,40491,90845,9975,90592,76881,34681,20259,67530,2629,78183,888,541187.46,134184,142903,3.79,14,503.68,0.14,2.21,Professionnel confirmé,Medium,False,2339933.68,1.91,Avec Remise,1285481295.4
778,Huynh,Stephen,52,RH,South Dwayne,2021-10-29,3625,4365,Non,61,Projet C,0.07,1245,Produit Z,32,5,Freelance,Marcus Hansen,Avancé,4319,11967,11091,75630,12598,58697,14085,18112,39831,52807,11868,56099,61334,394430.67,43500,52184,7.56,4,184.43,0.07,13.0,Expert,Medium,False,2149574.08,0.62,Avec Remise,1286715697.35
779,Flores,Tyler,31,Ventes,Patriciaview,2008-03-27,11294,4546,Oui,71,Projet D,0.25,2907,Produit Y,37,3,CDI,Gregory Sullivan,Standard,9130,59288,45622,27432,67173,55119,4885,91694,54315,55181,43443,5544,16563,394694.25,135528,149204,2.65,17,319.29,0.12,1.82,Professionnel confirmé,Medium,False,765645.94,0.93,Avec Remise,1285481295.4
780,Cooper,John,59,Ventes,Susanmouth,2005-12-21,11110,4687,Non,74,Projet D,0.28,3550,Produit W,43,5,CDI,Lisa Roth,Expert,8227,17281,27110,68441,33688,24476,80354,38681,33130,12689,72966,21740,58624,352209.6,133320,146234,2.41,20,356.46,0.15,2.95,Pré-retraire,Medium,False,2081234.5,0.8,Avec Remise,1292981428.48
781,Thompson,Sonya,52,Production,Sanfordmouth,2012-08-27,7414,2392,Non,73,Projet B,0.07,2345,Produit Y,30,5,Freelance,Timothy Juarez,Expert,6912,65136,67276,44016,45455,8694,11825,61031,42814,17075,7560,84916,32314,453944.16,88968,98272,4.62,13,438.37,0.14,4.0,Expert,Medium,False,3181364.71,1.81,Avec Remise,1285481295.4
782,Smith,Austin,26,Production,Stephaniefurt,2017-01-17,4789,3665,Non,74,Projet A,0.06,4937,Produit W,38,5,CDD,Michael Long,Standard,6931,26797,93812,76691,96586,10060,45008,18222,72566,68182,45168,30914,81311,625397.98,57468,68064,9.19,8,543.95,0.13,3.25,Jeune professionnel,Medium,False,2327168.98,2.44,Avec Remise,1292981428.48
783,Boyle,Stephen,38,Marketing,Lutzmouth,2024-02-09,2571,3975,Non,70,Projet A,0.08,1743,Produit Y,31,1,CDD,Karen Hernandez,Standard,2716,47254,44533,22258,45556,38535,90327,43967,14851,5935,24518,99891,832,440180.44,30852,37543,11.72,1,82.07,0.03,38.0,Expérimenté,Medium,False,2189983.22,0.32,Avec Remise,1285481295.4
784,Russell,Gerald,59,Marketing,Lake Michael,2022-02-04,7270,4473,Oui,92,Projet D,0.07,3128,Produit W,40,5,Freelance,Barbara Wilkinson,Avancé,9242,36395,141,21232,89989,10553,18290,85827,4349,21183,96816,22228,18818,396013.53,87240,100955,3.92,3,108.27,0.04,19.67,Pré-retraire,Medium,False,1166057.55,0.29,Avec Remise,1292981428.48
785,Jordan,Stephanie,41,RH,Courtneystad,2024-08-02,6576,4519,Non,55,Projet A,0.05,4857,Produit X,41,4,CDI,Allison Wyatt,Expert,3520,5765,86547,24655,56171,41647,10484,21588,74097,22884,68208,94934,33853,513791.35,78912,86951,5.91,1,32.5,0.01,41.0,Senior 1,Low,False,2073942.88,0.11,Avec Remise,1275523122.61
786,Miles,Raymond,37,Marketing,South Maryport,2011-07-26,3855,2636,Oui,64,Projet B,0.0,4615,Produit X,35,2,CDD,Diane Flowers,Avancé,4196,77132,13380,27645,1353,98385,28420,17635,41733,66260,68961,74281,83854,599039.0,46260,53092,11.28,14,1010.96,0.25,2.64,Expérimenté,High,True,2105338.89,4.72,Sans Remise,1275523122.61
787,Whitehead,Matthew,51,Finance,Joneshaven,2016-07-21,8218,4947,Oui,71,Projet A,0.16,4358,Produit Y,34,2,Freelance,Eric Newton,Avancé,2408,46889,6443,12169,6254,23628,55375,43425,98229,64092,89251,158,63078,427552.44,98616,105971,4.03,9,257.81,0.09,5.67,Expert,Medium,False,2093646.48,0.88,Avec Remise,1285481295.4
788,Gregory,Brandon,52,RH,Chapmanview,2019-05-31,6069,4375,Non,87,Projet C,0.05,2919,Produit Z,42,2,CDD,Jessica Wilson,Avancé,2655,30310,87288,676,68705,11045,90015,57501,28348,35002,14265,41693,22174,462670.9,72828,79858,5.79,6,302.43,0.1,8.67,Expert,Medium,False,967125.19,0.91,Avec Remise,1286715697.35
789,Wise,Tammy,29,RH,North Angelaborough,2019-02-14,7651,1403,Oui,74,Projet C,0.08,4075,Produit W,31,3,CDD,Brian Williams,Avancé,8590,75989,92343,29253,52097,13699,43142,46979,37728,21747,56197,57832,6585,490903.72,91812,101805,4.82,6,214.1,0.06,4.83,Jeune professionnel,Medium,False,1533685.66,0.92,Avec Remise,1292981428.48
790,Mcdonald,Michael,44,Marketing,East Alan,2023-03-14,7164,4399,Non,63,Projet B,0.22,2792,Produit Z,44,5,CDD,Kyle Mcneil,Avancé,2462,7905,64469,93962,16651,32296,40529,36643,1079,80924,52251,27169,23901,372667.62,85968,92829,4.01,2,50.58,0.02,22.0,Senior 1,Low,False,3250874.83,0.12,Avec Remise,1286715697.35
791,Anderson,Brooke,56,Finance,Steinhaven,2012-05-01,10291,2986,Non,75,Projet C,0.09,3303,Produit W,34,5,CDI,Susan Lewis,Standard,706,47473,60831,96126,98631,18521,58023,96692,2973,85795,96430,31847,63701,688909.13,123492,127184,5.42,13,528.12,0.11,4.31,Pré-retraire,Medium,False,1903787.67,2.92,Avec Remise,1292981428.48
792,Johnson,Gerald,60,Marketing,Taylorborough,2018-07-23,9659,1986,Non,62,Projet C,0.15,1424,Produit W,44,5,Freelance,Traci Carter,Expert,6580,5298,67477,36016,86394,85106,72966,65316,22415,19572,4283,28086,16792,433262.85,115908,124474,3.48,7,151.06,0.05,8.57,Retraité / Consultant,Medium,False,840613.38,0.41,Avec Remise,1292981428.48
793,Perez,Karen,46,RH,Courtneyborough,2022-02-13,11821,3022,Non,77,Projet C,0.13,2476,Produit W,35,3,CDD,Mark Grimes,Standard,1752,44911,5036,2202,6777,20589,41208,3535,88397,98287,18246,60945,32278,367497.57,141852,146626,2.51,3,57.9,0.02,15.33,Senior 2,Low,False,2342488.2,0.17,Avec Remise,1292981428.48
794,Villarreal,Tracy,32,Production,South Valeriefort,2011-07-22,5006,3507,Oui,80,Projet B,0.15,1963,Produit W,37,5,CDD,Carla Silva,Expert,3439,12129,40000,1765,96363,64850,56961,36506,43012,96647,4164,34906,65674,470030.45,60072,67018,7.01,14,785.51,0.24,2.29,Professionnel confirmé,Medium,False,1053570.03,2.72,Avec Remise,1292981428.48
795,Nelson,Jennifer,53,IT,South Phillipfurt,2024-02-12,7340,1849,Oui,63,Projet A,0.22,3642,Produit Z,31,2,Freelance,Gregory Harper,Expert,868,78994,32553,7420,58591,95973,89733,9363,63023,63459,92377,88556,40504,562025.88,88080,90797,6.19,1,39.0,0.01,53.0,Expert,Low,False,2156934.43,0.19,Avec Remise,1286715697.35
796,Trevino,Alec,59,IT,Port Sydneychester,2006-08-29,10691,2378,Oui,82,Projet C,0.02,4539,Produit X,34,4,CDD,Paul Ponce,Expert,3659,48940,86310,2555,18267,20917,6077,69605,69126,74559,36511,20259,23282,466879.84,128292,134329,3.48,19,541.51,0.17,3.11,Pré-retraire,Medium,False,2609528.9,2.03,Avec Remise,1275523122.61
797,Miller,Justin,51,Finance,Davidmouth,2011-12-07,3212,1864,Non,70,Projet B,0.27,4791,Produit W,34,5,CDD,Brian Reyes,Avancé,8553,89893,22274,53463,91799,79242,93130,68456,94398,94641,46805,67074,29965,606732.2,38544,48961,12.39,14,1214.43,0.29,3.64,Expert,High,True,2074815.36,5.91,Avec Remise,1292981428.48
798,Ross,Patricia,40,IT,West John,2013-10-17,3456,2425,Oui,85,Projet B,0.26,2242,Produit Z,39,3,Freelance,Jeffrey Robinson,Standard,8011,42890,89047,71575,55434,27446,26251,71317,25490,56072,68276,42980,5060,430560.12,41472,51908,8.29,12,846.06,0.29,3.33,Senior 1,Medium,False,1672458.85,2.55,Avec Remise,1286715697.35
799,Moore,Christian,43,Ventes,West Morganchester,2022-12-30,7051,3725,Oui,64,Projet D,0.26,2814,Produit Z,33,1,Freelance,Mary Lang,Standard,2802,7811,61339,92746,13975,56268,5004,52027,73520,7878,51552,44361,83840,407237.54,84612,91139,4.47,3,85.79,0.03,14.33,Senior 1,Medium,False,873535.58,0.29,Avec Remise,1286715697.35
800,Wallace,Stacy,46,Production,Austinberg,2015-03-20,6671,2331,Oui,83,Projet C,0.23,1276,Produit Z,35,4,CDD,Heather Johnson,Standard,487,32752,38518,82262,69372,15103,21245,89289,52321,62808,76735,84006,15674,492865.45,80052,82870,5.95,10,493.64,0.15,4.6,Senior 2,Medium,False,1642587.79,1.9,Avec Remise,1286715697.35
801,Barron,Nicholas,47,RH,Port Donna,2011-06-15,5799,1546,Non,62,Projet C,0.24,2231,Produit Y,41,2,CDI,Robin Ortiz,Avancé,922,55233,21909,43930,83639,17692,28415,27062,65256,56068,89745,1155,99838,448355.92,69588,72056,6.22,14,540.1,0.18,3.36,Senior 2,Medium,False,1745438.13,1.61,Avec Remise,1285481295.4
802,Lopez,Christopher,56,Ventes,Kylefort,2007-11-30,6352,1691,Non,80,Projet A,0.05,3482,Produit Z,40,2,CDI,Brittany Campbell,Expert,823,29458,36809,67171,90582,88000,63551,9636,94670,84390,61448,56310,88405,731908.5,76224,78738,9.3,18,1338.55,0.27,3.11,Pré-retraire,High,True,2005443.5,6.68,Avec Remise,1286715697.35
803,Bailey,James,55,IT,Baxterport,2006-02-10,6248,2231,Non,77,Projet A,0.19,4474,Produit Z,31,3,CDI,Brian Curry,Avancé,3262,31606,94399,78717,23669,49557,84721,11985,93465,75227,30171,88249,45087,572550.93,74976,80469,7.12,19,1040.95,0.26,2.89,Pré-retraire,High,True,2030931.57,5.24,Avec Remise,1286715697.35
804,Brock,Alex,28,Production,Port Teresahaven,2018-11-08,8361,1030,Oui,91,Projet C,0.14,2950,Produit Z,37,1,Freelance,Angela Cannon,Avancé,3829,19745,32668,16814,44803,83523,8986,15795,78941,15334,34050,31230,76680,394369.34,100332,105191,3.75,7,238.82,0.09,4.0,Jeune professionnel,Medium,False,1927749.54,0.69,Avec Remise,1286715697.35
805,Palmer,Jonathan,29,Finance,Mooreton,2018-04-02,5848,829,Non,52,Projet A,0.23,2610,Produit W,33,1,CDI,Mary Werner,Expert,7235,50316,47284,802,89529,46953,58898,19377,1257,78328,9279,9474,62651,365093.96,70176,78240,4.67,7,169.85,0.07,4.14,Jeune professionnel,Medium,False,1229780.6,0.51,Avec Remise,1292981428.48
806,Copeland,Ana,60,Production,West Deborah,2024-07-15,3832,1242,Non,69,Projet D,0.16,1621,Produit W,44,4,CDD,Kristen Herman,Expert,4681,69903,40912,43279,20962,45494,56980,87065,775,73027,33698,47296,77870,501699.24,45984,51907,9.67,1,66.69,0.02,60.0,Retraité / Consultant,Medium,False,2973237.86,0.21,Avec Remise,1292981428.48
807,Kelley,Todd,36,Ventes,East Lori,2006-03-28,6251,4173,Oui,66,Projet B,0.24,2331,Produit W,36,5,CDD,Julia Baker,Expert,5170,95229,26933,20020,78579,94982,1449,45097,46286,69474,75631,67710,67285,523393.0,75012,84355,6.2,19,778.06,0.22,1.89,Expérimenté,Medium,False,1518409.43,3.09,Avec Remise,1292981428.48
808,Murphy,Daniel,52,Ventes,New Katieport,2011-08-24,9899,1516,Non,69,Projet B,0.29,2481,Produit Z,42,5,CDD,James Price,Avancé,3428,1129,31331,32747,14652,9153,29694,78643,39302,45205,74108,77964,97579,377369.97,118788,123732,3.05,14,294.62,0.11,3.71,Expert,Medium,False,3210221.65,0.72,Avec Remise,1286715697.35
809,Flynn,Michael,29,RH,East Eric,2011-08-04,5179,1068,Non,85,Projet C,0.12,4481,Produit Z,30,5,CDI,Taylor Tucker,Expert,912,90975,56139,10940,67473,99549,32863,29993,74985,97181,67592,5737,3037,560088.32,62148,64128,8.73,14,1039.34,0.27,2.07,Jeune professionnel,High,True,2395106.57,5.29,Avec Remise,1286715697.35
810,Mcpherson,Christopher,22,RH,West Pamela,2012-02-18,2625,3150,Non,86,Projet C,0.04,1703,Produit Y,34,1,CDD,Larry Martinez,Expert,1397,51183,25823,49657,57964,42326,85656,46223,50301,52306,84457,1151,74488,596673.6,31500,36047,16.55,13,1850.59,0.45,1.69,Jeune employé,High,True,1844362.11,8.86,Avec Remise,1285481295.4
811,Stevens,Charlotte,30,Finance,Port Jeffreyville,2024-09-14,6434,771,Non,81,Projet C,0.0,4483,Produit X,44,1,Freelance,Edward Diaz,Expert,5201,88399,77538,29322,28552,39110,88310,87655,43313,44399,75814,62238,71319,735969.0,77208,83180,8.85,1,71.67,0.01,30.0,Professionnel confirmé,Medium,False,1299611.8,0.33,Sans Remise,1275523122.61
812,James,Sydney,33,IT,East David,2010-09-16,10594,3985,Oui,50,Projet D,0.28,1473,Produit Y,44,2,Freelance,Hector Schneider,Avancé,8183,58803,90737,69841,60431,55826,37672,8256,33954,35270,56149,88067,51381,465398.64,127128,139296,3.34,15,250.58,0.08,2.2,Professionnel confirmé,Medium,False,1075610.64,0.72,Avec Remise,1285481295.4
813,Grant,Margaret,30,Ventes,Wardborough,2019-07-06,7975,4329,Oui,84,Projet A,0.29,1348,Produit W,33,3,CDD,Robert Mills,Avancé,290,72740,70118,78406,14611,88619,11735,64858,16380,71028,38224,19094,72385,438920.58,95700,100319,4.38,6,220.51,0.07,5.0,Professionnel confirmé,Medium,False,1494685.0,0.8,Avec Remise,1292981428.48
814,Jones,Peter,31,Ventes,South Rebecca,2015-11-02,8681,4410,Oui,83,Projet D,0.12,1318,Produit Y,39,3,CDI,David Lucero,Avancé,6230,25982,4241,10298,55504,29536,39811,32962,56278,95105,14352,62289,83860,448991.84,104172,114812,3.91,10,324.59,0.11,3.1,Professionnel confirmé,Medium,False,2343328.6,1.02,Avec Remise,1285481295.4
815,Hull,Caitlin,43,RH,South Ronald,2018-04-05,7380,2787,Oui,84,Projet B,0.09,3688,Produit Z,35,3,CDD,Ashley Jackson,Expert,5152,95279,76565,79289,63388,6383,24096,25130,19648,62721,96241,10825,38254,544015.29,88560,96499,5.64,7,331.49,0.09,6.14,Senior 1,Medium,False,2710858.17,1.41,Avec Remise,1286715697.35
816,Turner,William,60,Marketing,Brayfurt,2018-07-30,9677,2804,Oui,57,Projet A,0.14,3083,Produit Y,31,5,Freelance,Ryan Smith,Standard,3505,27171,31961,55731,15076,12971,9780,66982,29951,76568,19371,75466,75839,427305.62,116124,122433,3.49,7,139.26,0.05,8.57,Retraité / Consultant,Medium,False,802095.64,0.52,Avec Remise,1285481295.4
817,Walton,Robert,41,IT,North Christie,2013-08-06,3929,4547,Oui,67,Projet C,0.26,1591,Produit X,40,2,Freelance,Barbara Fitzpatrick,Expert,5386,6214,41421,6656,2605,84148,74021,88378,21333,46088,24156,16203,74432,359384.7,47148,57081,6.3,12,506.2,0.2,3.42,Senior 1,Medium,False,875271.75,1.24,Avec Remise,1275523122.61
818,Kirby,Tyler,63,RH,North Chelseaton,2025-02-25,11797,3338,Oui,63,Projet B,0.21,4055,Produit W,35,4,CDI,Brittany Hudson,Standard,5645,40488,60638,62378,30390,65489,63892,50130,22635,20361,49939,80614,487,432478.39,141564,150547,2.87,0,0.0,0.0,inf,Retraité / Consultant,Low,False,950956.35,0.0,Avec Remise,1292981428.48
819,Hill,Shari,38,Marketing,East Timothyhaven,2017-08-30,5842,3887,Oui,95,Projet C,0.28,3301,Produit Z,41,1,CDD,David Marshall,Expert,6270,55299,79055,54874,21671,77153,25476,3946,34538,77343,32590,23687,74753,403477.2,70104,80261,5.03,8,382.06,0.14,4.75,Expérimenté,Medium,False,2418344.52,1.03,Avec Remise,1286715697.35
820,Schmidt,Kelly,24,Production,Russoburgh,2021-06-11,3960,2973,Oui,53,Projet B,0.29,4463,Produit X,32,1,CDD,Amanda Perry,Avancé,5810,27474,21187,2651,87324,10061,59171,84750,29449,8259,47275,55154,92363,372833.78,47520,56303,6.62,4,140.38,0.05,6.0,Jeune employé,Medium,False,2347664.55,0.45,Avec Remise,1275523122.61
821,Walters,Molly,34,Ventes,North Melissa,2009-09-02,4702,1467,Oui,57,Projet D,0.16,1125,Produit W,32,5,CDI,Carrie Mccall,Expert,4070,68910,58708,82827,95175,8820,6765,34927,63023,83113,58480,75878,54713,580724.76,56424,61961,9.37,16,854.77,0.21,2.12,Professionnel confirmé,Medium,False,2833478.47,4.23,Avec Remise,1292981428.48
822,Yang,Michelle,32,Ventes,Lake Veronicafort,2019-08-21,11912,2297,Oui,89,Projet C,0.13,1079,Produit X,37,3,CDD,Benjamin Barrett,Expert,8499,13069,99793,23883,48290,20365,39344,39146,77513,69559,70877,77021,89155,581173.05,142944,153740,3.78,6,201.86,0.05,5.33,Professionnel confirmé,Medium,False,1461583.01,0.86,Avec Remise,1275523122.61
823,Ramsey,Alexis,64,Ventes,Cristinaview,2019-02-04,8683,2186,Non,97,Projet C,0.23,2653,Produit Z,32,5,CDI,Lauren Johnson,Avancé,3621,64107,56330,86765,27539,22569,24172,67884,42558,2777,36080,71400,37466,415528.19,104196,110003,3.78,6,219.85,0.08,10.67,Retraité / Consultant,Medium,False,415528.19,0.78,Avec Remise,1286715697.35
824,Gray,Matthew,60,IT,South Josephburgh,2023-12-05,10991,1470,Non,64,Projet D,0.12,3586,Produit X,40,5,CDI,Mary Escobar,Expert,7246,73157,49185,40610,77822,62598,67045,6700,60667,6193,34969,30746,88447,526362.32,131892,140608,3.74,2,47.92,0.01,30.0,Retraité / Consultant,Low,False,2931235.72,0.17,Avec Remise,1275523122.61
